EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3317;0;0;0;691;9378010;5711870;1178590;515240;0;60270;35;0;0;1189900;5446;684441;101,47;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;384;0;0;0;0;2412240;1218820;302480;109691;0;15870;5;0;0;0;760;95300;23,283;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;720;0;0;0;0;1682320;890640;210968;80154;0;9896;8;0;0;0;1360;170552;15,65;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;483032;0;0;1996;1;0;0;0;0;242000;2,717;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1948;0;0;0;0;8874220;3888210;5265370;349928;0;41916;21;0;0;0;4446;2637960;61,069;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2041;0;371;0;0;6674470;3514600;1910970;316941;0;36162;21;638862;0;0;3876;1109740;55,116;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1054;0;0;0;0;1682320;1303800;210968;117338;0;9896;8;0;0;0;1360;170552;17,133;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2279;0;23676;0;0;8874220;4548880;5748400;456645;0;43912;22;47257300;0;0;4446;2879960;73,932;0
ARG;AEROLINEAS ARGENTINAS S/A;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2866;0;1395;0;804;6674470;4935250;1910970;447950;0;36162;21;2402190;0;1384490;3876;1109740;62,25;0
AVA;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;815;41;3253;0;0;7356420;3700920;896388;347846;0;54492;12;14771900;0;0;1620;197400;72,0667;0
AVA;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2745;64;32050;0;5;28383500;11902300;4959070;1210180;0;121408;28;138969000;0;21680;6546;1143700;156,467;0
AVA;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;ESTRANGEIRA;2021;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;754;19;3887;0;1;6811500;3423910;826911;325802;0;49951;11;17650900;0;4541;1500;182100;69,7667;0
AVA;AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;ESTRANGEIRA;2021;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2803;62;49184;0;133;28383500;12153800;4959070;1307670;0;121408;28;213262000;0;576688;6546;1143700;173,417;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;LIMC;MILAN;;;ITÁLIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;30245;0;0;0;0;440293;286873;0;9485;1;286874000;0;0;0;46420;12,35;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;LIRF;ROME;;;ITÁLIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;247;24;18856;0;1910;5829590;2329950;868495;405580;0;18866;2;177869000;0;18017000;618;92070;24,116;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;LIRF;ROME;;;ITÁLIA;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;11914;462;0;0;0;334751;87365;0;7333;1;87365400;3387850;0;0;45650;9,1;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LIMC;MILAN;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;0;0;24650;0;0;0;0;440293;233805;0;9485;1;233805000;0;0;0;46420;11,05;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LIRF;ROME;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;451;45;9669;0;0;5829590;4254280;875758;474092;0;18866;2;91207700;0;0;618;92840;21,016;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LIRF;ROME;;;ITÁLIA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;4470;462;0;0;0;334751;32778;0;7333;1;32778500;3387850;0;0;45650;8,7;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;LIMC;MILAN;;;ITÁLIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;97424;0;0;0;0;1761170;924064;0;37940;4;924067000;0;0;0;185680;48,284;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;LIRF;ROME;;;ITÁLIA;EUROPA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;36514;0;0;0;0;454312;357362;0;9787;1;357363000;0;0;0;46420;12,767;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;LIRF;ROME;;;ITÁLIA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;46005;0;0;0;0;875758;433964;0;18866;2;433965000;0;0;0;92840;23,933;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;LIRF;ROME;;;ITÁLIA;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;26780;0;0;0;0;340397;196377;0;7333;1;196378000;0;0;0;46420;9,283;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;LIRF;ROME;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;454312;0;0;9787;1;0;0;0;0;46420;10,9;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LIMC;MILAN;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;0;0;115034;0;0;0;0;1761170;1091100;0;37940;4;1091100000;0;0;0;185680;43,467;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LIRF;ROME;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;0;0;23544;0;0;0;0;875758;222089;0;18866;2;222091000;0;0;0;92840;21,934;0
AZA;ALITALIA SOCIETA AEREA ITALIANA S.P.A.;ESTRANGEIRA;2021;2;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LIMC;MILAN;;;ITÁLIA;EUROPA;INTERNACIONAL;REGULAR;0;0;870;0;0;0;0;342904;6426;0;7387;1;6426690;0;0;0;46420;9,067;0
AZN;COMPAÑIA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SLVR;SANTA CRUZ;;;BOLÍVIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1804;0;0;0;0;6247770;3335600;2923270;300188;0;57319;31;0;0;0;3379;1581000;78,5;0
AZN;COMPAÑIA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;35;0;0;0;0;78500;54950;37680;4945;0;1570;1;0;0;0;50;24000;2,5;0
AZN;COMPAÑIA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.;ESTRANGEIRA;2021;1;SLLP;LA PAZ;;;BOLÍVIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;119650;0;57432;0;0;2393;1;0;0;0;50;24000;4,25;0
AZN;COMPAÑIA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.;ESTRANGEIRA;2021;1;SLVR;SANTA CRUZ;;;BOLÍVIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1802;0;0;0;0;6247770;3331900;2923270;299856;0;57319;31;0;0;0;3379;1581000;108,667;0
AZP;COMPAÑIA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY);ESTRANGEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;77;0;0;0;0;139800;71764;15288;6458;0;2796;3;0;0;0;150;16404;4,749;0
AZP;COMPAÑIA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY);ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;38;0;0;0;0;147300;55974;16108;5036;0;2946;2;0;0;0;100;10936;5,334;0
AZP;COMPAÑIA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY);ESTRANGEIRA;2021;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;70;0;0;0;0;139800;65240;15288;5870;0;2796;3;0;0;0;150;16404;4,749;0
AZP;COMPAÑIA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY);ESTRANGEIRA;2021;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;56;0;0;0;0;147300;82488;16108;7423;0;2946;2;0;0;0;100;10936;5,334;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;12163;3315;1;0;0;0;0;0;4,58333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;252;4;138563;0;0;7763500;1641280;2704860;1079730;391543;58617;9;902461000;0;0;1192;415302;76,75;8318
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2241;47;211235;0;0;35984300;14595600;5692420;2989110;535470;123747;19;1375770000;0;0;5525;874011;160,933;79636
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KMCN;MACON, GEORGIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3223;810;1;0;0;0;0;0;1,33333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KMCN;MACON, GEORGIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KGUS;PERU, INDIANA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4717;6547;1;0;0;0;0;0;2,28333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3652;75;152975;0;0;35224100;28953100;4980940;4290970;489241;118920;15;1212790000;0;0;4443;628273;152,133;114368
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;MTPP;PORT-DE-PAIX;;;HAITI;AMÉRICA CENTRAL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;29439;8256;3;0;0;0;0;0;11,1667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAC;ARACATI;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;757;11;77;0;0;2793170;1727470;291880;142653;49576;20538;9;175714;0;0;1224;127908;30,3;5662
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1808;220;1;0;0;0;0;0;0,8;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2287;57;439;0;0;623480;503140;64144;41712;25416;9020;41;96580;0;0;2834;291652;37,0833;17727
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;587;1;0;0;0;1066620;719662;114092;57439;24033;6130;5;0;0;0;870;93063;9,6;2827
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2683;16;171;0;0;3559640;3251800;390987;271684;82744;20604;17;207252;0;0;2937;322602;32,7;22773
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3265;60;2564;416;0;5957700;5586420;614356;482661;116694;44486;26;4387000;711776;0;3482;359072;69,1833;34660
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5863;101;3347;18;0;2967620;2321750;309195;194370;106044;41976;106;1325410;7128;0;7494;780947;139,017;47886
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;2010;0;0;0;0;13560;2458;5322;1223;1;2458230;0;0;0;11088;2,05;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2537;32;720;3;0;2352090;1631290;221776;136501;94612;19933;31;462960;1929;0;3658;344933;37;21316
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3281;56;1919;55;0;1490340;1302560;151401;109655;52220;21438;54;761843;21835;0;3754;381426;69,7;28279
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6272;0;1;0;0;0;0;15797;2,46667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;161;0;3;0;0;237105;231357;24727;23079;5542;1437;1;4311;0;0;165;17208;2,16667;3983
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2048;13;2153;30;0;3124040;2942980;286148;267467;97484;24429;17;3093860;43110;0;2174;199134;38,2333;30382
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9484;190;17549;390;0;21784100;19371500;2360420;1693270;448291;116872;56;36624800;813930;0;10438;1131030;171,35;99134
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;556;10;763;0;0;716496;459816;57316;39057;30052;6072;11;421176;0;0;1298;103844;12,5;4753
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;88767;59;0;0;0;137881;115305;33952;7794;6;115308000;76641;0;0;106147;13,4333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4750;41;107516;238;0;6504090;5610380;852494;623627;193322;48063;37;139663000;309162;0;5007;656284;76,1;52432
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;7560;456;0;0;0;40850;8587;9763;2272;2;8588160;518016;0;0;35961;3,91667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7860;69;4709;0;0;11617900;8928960;1172500;740040;280495;71568;63;5349420;0;0;10227;1032160;112,683;57263
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;20;0;0;0;0;;;;;;;;;;;;;;227
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3131;42;10673;54;0;2440150;1465310;251512;130587;73943;14508;31;4994960;25272;0;5214;537448;32,0167;33564
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1905;25;11613;318;0;1752750;904875;177795;80579;53215;10450;22;5516180;151050;0;3690;374334;23,1167;15177
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;542;48;3564;0;0;1546580;1298450;175157;120261;27688;7227;3;8585680;0;0;642;72710;10,6;5933
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10026;414;60202;1226;0;28190100;25405300;3159210;2338150;536209;139722;58;145027000;2953430;0;11702;1311430;205,933;113623
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5831;78;19949;47;0;4172110;2618120;404561;230049;126008;24695;55;8957100;21103;0;9292;901092;56,1333;55144
