EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNVS;BREVES;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;241;0;0;17640;0;116;116;1551;1960;4;118090;0;0;36;241;8,31667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;50;0;0;1998;0;11;11;180;222;1;11100;0;0;9;50;1,01667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;513;0;206;0;80;57;1;0;0;0;9;3630;0,516667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1;0;55;0;0;6588;366;50;50;589;732;2;20130;0;0;18;140;3,51667;10
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;819;0;297;0;206;91;1;0;0;0;9;3264;1,21667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SDAG;ANGRA DOS REIS;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19;0;177;0;0;13554;4769;1339;448;1161;1506;6;44427;0;0;54;5342;7,1;190
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SDTK;PARATY;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;22;0;192;0;0;7308;4466;417;417;678;812;4;38976;0;0;36;2062;4,1;220
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;10280;0;0;0;0;4775;3662;5371;7140;20;3669960;0;0;0;13400;30,9667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;35;0;2045;0;0;8415;2975;421;421;813;935;11;173825;0;0;99;5020;5,08333;350
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;13318;0;0;0;0;8208;8208;8416;12340;20;8217210;0;0;0;13318;46,3833;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;8041;0;0;0;0;5850;5850;11207;14580;20;5861890;0;0;0;8041;61,1333;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;6840;0;2557;0;576;760;1;0;0;0;9;3365;3;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDAG;ANGRA DOS REIS;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27;0;204;0;0;6318;3159;300;290;678;702;6;23868;0;0;54;2584;4,43333;270
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDAG;ANGRA DOS REIS;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20;0;212;0;0;13554;5020;1369;478;1577;1506;6;53212;0;0;54;5464;8,65;200
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDCO;SOROCABA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;585;0;225;0;380;65;1;0;0;0;9;3476;2,05;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDTK;PARATY;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8;0;107;0;0;5868;1304;127;127;502;652;4;17441;0;0;36;787;3,05;80
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDTK;PARATY;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14;0;207;0;0;7308;2842;282;282;819;812;4;42021;0;0;36;1397;4,55;140
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDWQ;ALENQUER;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDWQ;ALENQUER;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNOX;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDWQ;ALENQUER;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SDWQ;ALENQUER;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;0;1894;0;0;7920;1496;289;289;731;880;10;166672;0;0;90;3339;4,6;170
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SJHG;CONFRESA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWHP;ÁGUA BOA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46;0;775;0;0;27504;17572;1787;1787;2264;3056;8;296050;0;0;72;4685;12,2167;460
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNHS;SERRA TALHADA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;282;0;3576;0;0;118125;105750;10410;10314;10291;13125;35;1341000;0;0;315;27801;55,6;2820
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMA;MONTE ALEGRE;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3;0;112;0;0;2385;795;97;97;206;265;1;29680;0;0;9;367;1,18333;30
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMA;MONTE ALEGRE;PA;NORTE;BRASIL;AMÉRICA DO SUL;SDWQ;ALENQUER;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;0;1917;0;0;6570;1241;240;240;624;730;10;139941;0;0;90;3362;3,98333;170
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMA;MONTE ALEGRE;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNOX;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMA;MONTE ALEGRE;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMA;MONTE ALEGRE;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;10;0;150;0;0;7542;4190;418;418;696;838;2;62850;0;0;18;1000;3,65;100
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;84;0;827;0;0;41481;35196;3334;3334;3655;4609;11;346513;0;0;99;7967;19,4833;840
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNOX;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27;0;1823;0;0;6120;1836;274;274;682;680;10;123964;0;0;90;4118;4,28333;270
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNOX;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;33;0;1964;0;0;22671;7557;1087;1087;1912;2519;11;449756;0;0;99;4769;10,6333;330
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNRU;CARUARU;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;215;0;2716;0;0;39204;26015;2533;2523;3800;4356;36;328636;0;0;324;21076;23,3;2150
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNOX;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20;0;1855;0;0;3600;800;136;136;430;400;10;74200;0;0;90;3555;3,13333;200
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNTI;ÓBIDOS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNRJ;BREJO;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNVS;BREVES;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;131;0;1562;0;0;45540;28820;2784;2784;4261;5060;23;343640;0;0;207;12697;23,7333;1310
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNVS;BREVES;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26;0;521;0;0;12600;5200;545;545;1043;1400;7;104200;0;0;63;2731;5,91667;260
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNYA;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;43;0;706;0;0;28728;19608;1984;1984;2577;3192;7;321936;0;0;63;4361;13,7;430
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SNYA;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21;0;415;0;0;2115;987;100;100;258;235;5;19505;0;0;45;2200;1,71667;210
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;59;0;625;0;0;11520;9440;899;899;1007;1280;8;100000;0;0;72;5640;5,81667;590
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWTS;TANGARÁ DA SERRA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWFX;SÃO FÉLIX DO ARAGUAIA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SJHG;CONFRESA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;44;0;705;0;0;10584;6468;650;650;906;1176;8;103635;0;0;72;4445;5,33333;440
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWHP;ÁGUA BOA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64;0;1055;0;0;33336;29632;3081;3002;2719;3704;8;488465;0;0;72;6665;14,2;640
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWHP;ÁGUA BOA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4;0;100;0;0;5265;2340;257;257;676;585;1;58500;0;0;9;440;3,45;40
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWHP;ÁGUA BOA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SWFX;SÃO FÉLIX DO ARAGUAIA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40;0;750;0;0;22248;12360;1278;1278;1876;2472;8;231750;0;0;72;4150;10,1667;400
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;4923;0;1915;0;390;547;1;0;0;0;9;3501;2,16667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;65;0;850;0;0;12960;10400;1030;1016;1204;1440;9;136000;0;0;81;6460;7,01667;650
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWTS;TANGARÁ DA SERRA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64;0;802;0;0;27720;24640;2399;2399;2284;3080;8;308770;0;0;72;6242;12,35;640
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;188;0;1494;0;0;78408;68244;6331;6331;6902;8712;24;542322;0;0;216;17474;38,35;1880
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;60;0;520;0;0;38808;23520;3664;2198;3227;4312;11;203840;0;0;99;9360;17,1333;600
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWMW;MAUÉS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;60;0;725;0;0;21222;15720;1522;1522;1676;2358;9;189950;0;0;81;5825;9,58333;600
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;109;0;1000;0;0;42939;40003;3761;3761;3419;4771;13;367000;0;0;117;10265;19,4333;1090
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;50;0;0;1998;0;11;11;170;222;1;11100;0;0;9;50;0,966667;0
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWMW;MAUÉS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;41;0;474;0;0;10449;5289;507;507;876;1161;9;61146;0;0;81;3959;5,23333;410
OWT;TWO TÁXI AÉREO LTDA.;BRASILEIRA;2021;2;SWTS;TANGARÁ DA SERRA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;69;0;987;0;0;12960;12420;1230;1230;1262;1440;8;177660;0;0;72;6852;7,03333;690
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;0;0;410;0;2;0;0;0;94;9243;0,783333;0
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;713;10;0;0;0;440860;334397;41580;27890;16187;9380;20;0;0;0;940;88660;27,9667;6014
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBTF;TEFÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;32;0;0;0;0;24440;16640;2501;1400;500;520;1;0;0;0;47;4810;2,35;294
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBUA;SÃO GABRIEL DA CACHOEIRA;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;158;7;0;0;0;196225;131930;18505;11608;6880;4175;5;0;0;0;235;22165;10,3833;2054
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBUY;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1007;1;0;0;0;1141960;627361;116609;52799;36945;24297;39;0;0;0;1833;187213;62,0167;9251
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWCA;CARAUARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;402;16;0;0;0;480246;315972;45292;26354;15939;10218;13;0;0;0;611;57629;25,3667;3387
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;66;1;0;0;0;68244;56628;6436;4751;3104;1452;4;0;0;0;188;17732;4,45;445
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;104;4;0;0;0;33041;9842;3116;865;1200;703;1;0;0;0;47;4433;1,75;1132
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;463;8;0;0;0;310482;169921;29268;13778;14205;6606;18;0;0;0;846;79794;20,8833;2842
PAM;MAP TRANSPORTES AÉREOS LTDA.;BRASILEIRA;2021;1;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;674;15;0;0;0;440860;316106;41580;26612;19123;9380;20;0;0;0;940;88660;26,95;6215
